canonical_u,canonical_v,mine,mine_index,friend,friend_index
++++++-++--++--+-+-+----++--+-+--+-,+++++-+-----+-+-++--++++---+++--+--,X,773,X,348
++++++-++--++---++-+--+-+++----+---,++++-+-----++-+---+-+-+-++-++-+++--,X,657,X,790
++++++-++--++----++-+-+-----+-+++--,++++-+-+--++--+-++-+--++++---+---+-,X,511,X,448
++++++-++--+-+++-+-+---++---+---+--,++++-+--+++----+---++++-+--++-+--+-,X,3,X,141
++++++-++--+-++-+-+-+-+-++----+----,++++-+--+++--+++-+++--+--+--++-----,X,450,X,756
++++++-++--+-+-+++--++------+-++---,++++-+-+-+--++-++-++-+----+--+++---,X,820,X,569
++++++-++--+---+-+-+-+--++--+-+--+-,++++-++---++++---++------+++-++-+--,X,364,X,370
++++++-++---+++---+-++--+-+-++-----,++++-++-+-+-+-++-++--+-----++---++-,X,619,X,40
++++++-++---++-+++-+-+---++-----+--,++++---++-+-++-++-++-++---+-+-+----,X,338,X,524
++++++-++---++---+-++-+--+--++---+-,+++++-++---++++--++-+----+-+-+---+-,X,798,X,25
++++++-++----++-+-+-+--+-+--++--+--,++++-+++--+--++++-+---+-+-----+++--,X,388,X,467
++++++-++----+---+-+--++-+-++++----,+++++-+-+-++-+---+--++--++---++-+--,X,721,X,135
++++++-++-----++--+-+--++-+-+-++---,+++++-+--++-+----+---++-+-+++-++---,X,157,X,376
++++++-+-+++---++-+---+--++-+-+----,++++-++++-+---+-++-++---++---+--+--,X,567,X,260
++++++-+-++-+++-----+-+---+++----+-,++++-+-+---++--+-++-++-++---+--++--,X,532,X,807
++++++-+-++-++-----+-+-+-+++----+--,+++-++-++-++-+-+----+++----++--++--,X,538,X,210
++++++-+-++-+------++--+++---+-++--,+++-++-+-+-+++-+--+--+---+++-++----,X,613,X,290
++++++-+-++---+-+++-+----++-+---+--,+++-+++-++-+--+--+----+-+++--+++---,X,822,X,435
++++++-+-++---+-+--++-+---++--++---,+++++-+-+--++-++++-+--+-----++-+---,X,703,X,90
++++++-+-+-+----+-++-+--++-+---++--,+++++-+++--++---++-+-----++-++-+---,X,710,X,336
++++++-+-+-+----+--+-+--++-+++---+-,+++++--++--+-++-+++----++-+----++--,X,64,X,701
++++++-+-+--++-++----++--+--++---+-,+++++-+++--+++---+-+-++-+--+-+-----,X,815,X,291
++++++-+-+---+--++-++--+----++++---,++++-++-+--+----+-+-+-++---+++--++-,X,665,X,468
++++++-+-+---+----++-++--+-+-++-+--,++++-++++-+---+++--+---+-++--++----,X,240,X,72
++++++-+--+-+--+--++-+-+-+---+++---,++++-+++-++-+++--+----++--++-+-----,X,777,X,1
++++++-+--+--+++-++---+++----+---+-,+++-++-++-+-+++--++-+-+-----++-+---,X,541,X,138
++++++-+--+--+---+-+-+-++--++-+-+--,++++-++--++++----++--+++------++-+-,X,369,X,170
++++++-+---+--+----++-+-+-+++--++--,+++++-+-++----+-+--++--+-++-+++----,X,360,X,316
++++++--+++++------+--+-++--+-+-+--,++++-++-+---++--+++-+-+--++--+-+---,X,402,X,682
++++++--+++---+-++-+--+---+-+-+-+--,++++-+++-++---+--+--+---++++-++----,X,639,X,525
+++++-++++-++----+-+-+++------++---,+++-++-+--+++-+-+---+-++-+--++--+--,X,153,X,502
+++++-+++--+----+-+-++--+--+-+++---,+++++-+++--+----+-+-++--+--+-+++---,X,828,X,0
